wwii_id,master_index_number,msndate,theater,naf,country_flying_mission,tgt_country_code,tgt_country,tgt_location,tgt_type,tgt_id,tgt_industry_code,tgt_industry,source_latitude,source_longitude,latitude,longitude,unit_id,mds,aircraft_name,msn_type,tgt_priority,tgt_priority_explanation,ac_attacking,altitude,altitude_feet,number_of_he,type_of_he,lbs_he,tons_of_he,number_of_ic,type_of_ic,lbs_ic,tons_of_ic,number_of_frag,type_of_frag,lbs_frag,tons_of_frag,total_lbs,total_tons,takeoff_base,takeoff_country,takeoff_latitude,takeoff_longitude,ac_lost,ac_damaged,ac_airborne,ac_dropping,time_over_target,sighting_method_code,sighting_explanation,bda,callsign,rounds_ammo,spares_return_ac,wx_fail_ac,mech_fail_ac,misc_fail_ac,target_comment,mission_comments,source,database_edit_comments,weapon_type,weapon_description
126260,205655.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,12.0,,,,,,12.0,,,,,,,,,,12.0,,,,,,,12.0,12.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126261,102670.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,3.0,,,,,,9.0,,,,,,,,,,9.0,,,,,,,3.0,3.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126262,205833.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,5.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,5.0,5.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126263,205656.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,,,,,,,11.0,,,,,,,,,,11.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126264,205834.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B24,B24,,1,PRIMARY TARGET,3.0,,,,,,9.0,,,,,,,,,,9.0,,,,,,,3.0,3.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126265,205658.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,14.0,,,,,,21.0,,,,,,,,,,21.0,,,,,,,14.0,14.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126266,205659.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,,,,,,,48.0,,,,,,,,,,48.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126267,205661.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,,,,,,,28.0,,,,,,,,,,88.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126268,205665.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,,,,,,,10.0,,,,,,,,,,10.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126269,205667.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,GB17,B17,,1,PRIMARY TARGET,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126270,205816.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,,,,,,,23.0,,,,,,,,,,23.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126271,205818.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,12.0,,,,,,12.0,,,,,,,,,,12.0,,,,,,,12.0,12.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126272,205819.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,,,,,,,11.0,,,,,,,,,,11.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126273,205821.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,14.0,,,,,,21.0,,,,,,,,,,21.0,,,,,,,14.0,14.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126274,205822.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,,,,,,,48.0,,,,,,,,,,48.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126275,205824.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,,,,,,,28.0,,,,,,,,,,28.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126276,205828.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,,,,,,,10.0,,,,,,,,,,10.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126277,205830.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CAEN,TACTICAL TARGETS,6882.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4911,22,49.18,-0.37,,B17,B17,,1,PRIMARY TARGET,,,,,,,32.0,,,,,,,,,,32.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126278,102675.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,,,,,,,30.0,,,,,,,,,,30.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126279,102676.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,10.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,10.0,10.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126280,102677.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126281,102678.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,4.0,,,,,,8.0,,,,,,,,,,8.0,,,,,,,4.0,4.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126282,102679.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,,,,,,,54.0,,,,,,,,,,54.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126283,205676.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,GB17,B17,,1,PRIMARY TARGET,,,,,,,30.0,,,,,,,,,,30.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126284,205677.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,GB17,B17,,1,PRIMARY TARGET,10.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,10.0,10.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126285,205678.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,GB17,B17,,1,PRIMARY TARGET,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126286,205679.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,GB17,B17,,1,PRIMARY TARGET,4.0,,,,,,8.0,,,,,,,,,,8.0,,,,,,,4.0,4.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126287,205680.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,GB17,B17,,1,PRIMARY TARGET,,,,,,,54.0,,,,,,,,,,54.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126288,205839.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,,,,,,,30.0,,,,,,,,,,30.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126289,205840.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,10.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,10.0,10.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126290,205841.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126291,205842.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,4.0,,,,,,8.0,,,,,,,,,,8.0,,,,,,,4.0,4.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126292,205843.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,CONDE SUR NOIREAU,TACTICAL TARGET,9390.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4851,33,48.85,-0.55,,B17,B17,,1,PRIMARY TARGET,,,,,,,54.0,,,,,,,,,,54.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126293,205693.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FLERS,RD BLOCKS,14052.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4845,34,48.75,-0.57,,GB24,B24,,2,SECONDARY TARGET,2.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126294,102692.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FLERS,RD BLOCKS,14052.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4845,34,48.75,-0.57,,B24,B24,,2,SECONDARY TARGET,2.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126295,205856.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FLERS,RD BLOCKS,14052.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4845,34,48.75,-0.57,,B24,B24,,2,SECONDARY TARGET,2.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126296,102693.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FLERS,COASTAL BATTERY,14052.0,82.0,GUN EMPLACEMENTS,4845,34,48.75,-0.57,,B17,B17,,3,TARGET OF OPPORTUNITY,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126297,205760.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FLERS,COASTAL BATTERY,14052.0,82.0,GUN EMPLACEMENTS,4845,34,48.75,-0.57,,GB17,B17,,3,TARGET OF OPPORTUNITY,1.0,,,,,,1.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126298,205857.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FLERS,COASTAL BATTERY,14052.0,82.0,GUN EMPLACEMENTS,4845,34,48.75,-0.57,,B17,B17,,3,TARGET OF OPPORTUNITY,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126299,205698.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FOUGERES,TACTICAL TARGET,14623.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4820,112,48.33,-1.2,,GB24,B24,,4,TARGET OF LAST RESORT,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126300,102698.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FOUGERES,TACTICAL TARGET,14623.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4820,112,48.33,-1.2,,B24,B24,,4,TARGET OF LAST RESORT,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126601,205862.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,FOUGERES,TACTICAL TARGET,14623.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4820,112,48.33,-1.2,,B24,B24,,4,TARGET OF LAST RESORT,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126602,102742.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,UNKNOWN,V WEAPON LAUNCHING SIT,44333.0,85.0,V - WEAPON LAUNCHING SITES,,,,,,B17,B17,,1,PRIMARY TARGET,1.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126603,102743.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,UNKNOWN,V WEAPON LAUNCHING SIT,44333.0,85.0,V - WEAPON LAUNCHING SITES,,,,,,B17,B17,,1,PRIMARY TARGET,12.0,,,,,,22.0,,,,,,,,,,22.0,,,,,,,12.0,12.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126604,205774.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,UNKNOWN,V WEAPON LAUNCHING SIT,44333.0,85.0,V - WEAPON LAUNCHING SITES,,,,,,GB17,B17,,1,PRIMARY TARGET,1.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126605,205775.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,UNKNOWN,V WEAPON LAUNCHING SIT,44333.0,85.0,V - WEAPON LAUNCHING SITES,,,,,,GB17,B17,,1,PRIMARY TARGET,12.0,,,,,,22.0,,,,,,,,,,22.0,,,,,,,12.0,12.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126606,205897.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,UNKNOWN,V WEAPON LAUNCHING SIT,44333.0,85.0,V - WEAPON LAUNCHING SITES,,,,,,B17,B17,,1,PRIMARY TARGET,1.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126607,205898.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,UNKNOWN,V WEAPON LAUNCHING SIT,44333.0,85.0,V - WEAPON LAUNCHING SITES,,,,,,B17,B17,,1,PRIMARY TARGET,12.0,,,,,,22.0,,,,,,,,,,22.0,,,,,,,12.0,12.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126608,102751.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,VER SUR MER,TACTICAL TA GET,45007.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4919,31,49.32,-0.52,,B17,B17,,1,PRIMARY TARGET,5.0,,,,,,8.0,,,,,,,,,,8.0,,,,,,,5.0,5.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126609,102752.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,VER SUR MER,TACTICAL TA GET,45007.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4919,31,49.32,-0.52,,B17,B17,,1,PRIMARY TARGET,,,,,,,6.0,,,,,,,,,,6.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126610,102753.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,VER SUR MER,TACTICAL TA GET,45007.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4919,31,49.32,-0.52,,B17,B17,,1,PRIMARY TARGET,6.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,6.0,6.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126611,102755.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,VER SUR MER,TACTICAL TA GET,45007.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4919,31,49.32,-0.52,,B17,B17,,1,PRIMARY TARGET,,,,,,,11.0,,,,,,,,,,11.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126612,205735.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,VER SUR MER,TACTICAL TA GET,45007.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4919,31,49.32,-0.52,,GB17,B17,,1,PRIMARY TARGET,5.0,,,,,,8.0,,,,,,,,,,8.0,,,,,,,5.0,5.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126613,205736.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,VER SUR MER,TACTICAL TA GET,45007.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4919,31,49.32,-0.52,,GB17,B17,,1,PRIMARY TARGET,,,,,,,6.0,,,,,,,,,,6.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126614,205737.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,VER SUR MER,TACTICAL TA GET,45007.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4919,31,49.32,-0.52,,GB17,B17,,1,PRIMARY TARGET,6.0,,,,,,6.0,,,,,,,,,,6.0,,,,,,,6.0,6.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126615,205739.0,1944-06-06,ETO,8 AF,USA,7.0,FRANCE,VER SUR MER,TACTICAL TA GET,45007.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4919,31,49.32,-0.52,,GB17,B17,,1,PRIMARY TARGET,,,,,,,11.0,,,,,,,,,,11.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
