wwii_id,master_index_number,msndate,theater,naf,country_flying_mission,tgt_country_code,tgt_country,tgt_location,tgt_type,tgt_id,tgt_industry_code,tgt_industry,source_latitude,source_longitude,latitude,longitude,unit_id,mds,aircraft_name,msn_type,tgt_priority,tgt_priority_explanation,ac_attacking,altitude,altitude_feet,number_of_he,type_of_he,lbs_he,tons_of_he,number_of_ic,type_of_ic,lbs_ic,tons_of_ic,number_of_frag,type_of_frag,lbs_frag,tons_of_frag,total_lbs,total_tons,takeoff_base,takeoff_country,takeoff_latitude,takeoff_longitude,ac_lost,ac_damaged,ac_airborne,ac_dropping,time_over_target,sighting_method_code,sighting_explanation,bda,callsign,rounds_ammo,spares_return_ac,wx_fail_ac,mech_fail_ac,misc_fail_ac,target_comment,mission_comments,source,database_edit_comments,weapon_type,weapon_description
125651,205688.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,FALAISE,BATTLE APEA,13420.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4854,12,48.9,-0.2,,GB17,B17,,1,PRIMARY TARGET,22.0,141.0,,,,,20.0,,,,,,,,,,20.0,,,,,,,22.0,22.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125652,205851.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,FALAISE,BATTLE APEA,13420.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4854,12,48.9,-0.2,,B17,B17,,1,PRIMARY TARGET,22.0,141.0,,,,,20.0,,,,,,,,,,20.0,,,,,,,22.0,22.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125653,166295.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,6.0,139.0,,,,,18.0,,,,,,,,,,18.0,,,,,,,6.0,6.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125654,166297.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,4.0,139.0,,,,,12.0,,,,,,,,,,12.0,,,,,,,4.0,4.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125655,166302.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,10.0,139.0,,,,,30.0,,,,,,,,,,30.0,,,,,,,10.0,10.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125656,166303.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,6.0,139.0,,,,,18.0,,,,,,,,,,18.0,,,,,,,6.0,6.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125657,166304.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,4.0,139.0,,,,,12.0,,,,,,,,,,12.0,,,,,,,4.0,4.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125658,166306.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,6.0,139.0,,,,,18.0,,,,,,,,,,18.0,,,,,,,6.0,6.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125659,102694.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,FLEURY,TANKS,14059.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4850,115,48.83,-1.25,,B17,B17,,1,PRIMARY TARGET,27.0,133.0,,,,,51.0,,,,,,,,,,51.0,,,,,,,27.0,27.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125660,205694.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,FLEURY,TANKS,14059.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4850,115,48.83,-1.25,,GB17,B17,,1,PRIMARY TARGET,27.0,133.0,,,,,51.0,,,,,,,,,,51.0,,,,,,,27.0,27.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125661,205858.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,FLEURY,TANKS,14059.0,80.0,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW),4850,115,48.83,-1.25,,B17,B17,,1,PRIMARY TARGET,27.0,133.0,,,,,51.0,,,,,,,,,,51.0,,,,,,,27.0,27.0,,3,F.F.F.,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125662,102788.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,MONTFARVILLE,UNIDENTIFIED TARGET,28892.0,1.0,UNIDENTIFIED TARGETS,4940,116,49.67,-1.27,,B26,B26,,,,,120.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125663,166253.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,MONTFARVILLE,UNIDENTIFIED TARGET,28892.0,1.0,UNIDENTIFIED TARGETS,4940,116,49.67,-1.27,,B26,B26,,,,,120.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125664,102632.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,32637.0,82.0,GUN EMPLACEMENTS,4916,16,49.27,-0.27,,B26,B26,,,,,120.0,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125665,102633.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,32637.0,82.0,GUN EMPLACEMENTS,4916,16,49.27,-0.27,,B26,B26,,,,,120.0,,,,,16.0,,,,,,,,,,16.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125666,205795.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,32637.0,82.0,GUN EMPLACEMENTS,4916,16,49.27,-0.27,,B26,B26,,,,,120.0,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125667,205796.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,32637.0,82.0,GUN EMPLACEMENTS,4916,16,49.27,-0.27,,B26,B26,,,,,120.0,,,,,16.0,,,,,,,,,,16.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125668,102787.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,MAIZY,UNIDENTIFIED TARGET,26196.0,1.0,UNIDENTIFIED TARGETS,4903,3,49.05,-0.05,,B26,B26,,,,,100.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125669,166252.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,MAIZY,UNIDENTIFIED TARGET,26196.0,1.0,UNIDENTIFIED TARGETS,4903,3,49.05,-0.05,,B26,B26,,,,,100.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125670,102789.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,MONTFARVILLE,UNIDENTIFIED TARGET,28892.0,1.0,UNIDENTIFIED TARGETS,4940,116,49.67,-1.27,,B26,B26,,,,,100.0,,,,,30.0,,,,,,,,,,30.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125671,166254.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,MONTFARVILLE,UNIDENTIFIED TARGET,28892.0,1.0,UNIDENTIFIED TARGETS,4940,116,49.67,-1.27,,B26,B26,,,,,100.0,,,,,30.0,,,,,,,,,,30.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125672,102634.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,32637.0,82.0,GUN EMPLACEMENTS,4916,16,49.27,-0.27,,B26,B26,,,,,95.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125673,205783.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,32637.0,82.0,GUN EMPLACEMENTS,4916,16,49.27,-0.27,,B26,B26,,,,,95.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125674,205797.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,32637.0,82.0,GUN EMPLACEMENTS,4916,16,49.27,-0.27,,B26,B26,,,,,95.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125675,295035.0,1944-06-06,ETO,RAF,GREAT BRITAIN,7.0,FRANCE,CHATEAUDUN,MARSHALLING YARD,8682.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4804,120,48.07,1.33,,HVY,LANCASTER,,1,PRIMARY TARGET,5.0,90.0,,,,,443.0,,,,,,,,,,443.0,,,,,,,5.0,5.0,,,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125676,102591.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,BEAU GUILLOT,UNIDENTIFIED TARGET,3108.0,1.0,UNIDENTIFIED TARGETS,,,,,,B26,B26,,,,,65.0,,,,,26.0,,,,,,,,,,26.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125677,166245.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,BEAU GUILLOT,UNIDENTIFIED TARGET,3108.0,1.0,UNIDENTIFIED TARGETS,,,,,,B26,B26,,,,,65.0,,,,,26.0,,,,,,,,,,26.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125678,102629.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,HOULGATE,GUN EMPLACEMENTS,20052.0,82.0,GUN EMPLACEMENTS,4918,4,49.3,-0.07,,B26,B26,,,,,60.0,,,,,46.0,,,,,,,,,,46.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125679,205792.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,HOULGATE,GUN EMPLACEMENTS,20052.0,82.0,GUN EMPLACEMENTS,4918,4,49.3,-0.07,,B26,B26,,,,,60.0,,,,,46.0,,,,,,,,,,46.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125680,102597.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,CAEN,BRIDGE,6882.0,61.0,BRIDGES,4911,22,49.18,-0.37,,B26,B26,,,,,50.0,,,,,69.0,,,,,,,,,,69.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125681,205615.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,CAEN,BRIDGE,6882.0,61.0,BRIDGES,4911,22,49.18,-0.37,,B26,B26,,,,,50.0,,,,,69.0,,,,,,,,,,69.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125682,295031.0,1944-06-06,ETO,RAF,GREAT BRITAIN,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,HVY,LANCASTER,,,,,45.0,,,,,390.0,,,,,,,,,,390.0,,,,,,,,,,,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125683,295032.0,1944-06-06,ETO,RAF,GREAT BRITAIN,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,HVY,LANCASTER,,1,PRIMARY TARGET,12.0,45.0,,,,,80.0,,,,,,,,,,80.0,,,,,,,12.0,12.0,,,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125684,102599.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,CAEN,ROAD JUNCTION,6882.0,65.0,HIGHWAYS AND VEHICLES,4911,22,49.18,-0.37,,B26,B26,,,,,39.0,,,,,55.0,,,,,,,,,,55.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125685,205617.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,CAEN,ROAD JUNCTION,6882.0,65.0,HIGHWAYS AND VEHICLES,4911,22,49.18,-0.37,,B26,B26,,,,,39.0,,,,,55.0,,,,,,,,,,55.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125686,102590.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,UNIDENTIFIED TARGET,1455.0,1.0,UNIDENTIFIED TARGETS,4844,1,48.73,-0.02,,A20,A20,,,,,30.0,,,,,67.0,,,,,,,,,,67.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125687,166244.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,UNIDENTIFIED TARGET,1455.0,1.0,UNIDENTIFIED TARGETS,4844,1,48.73,-0.02,,A20,A20,,,,,30.0,,,,,67.0,,,,,,,,,,67.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125688,102600.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,CARENTAN,MARSHALLING YARD,7605.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4918,114,49.3,-1.23,,A20,A20,,,,,30.0,,,,,27.0,,,,,,,,,,27.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125689,205618.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,CARENTAN,MARSHALLING YARD,7605.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4918,114,49.3,-1.23,,A20,A20,,,,,30.0,,,,,27.0,,,,,,,,,,27.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125690,102594.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,COURS SAINTS,UNIDENTIFIED TARGET,9742.0,1.0,UNIDENTIFIED TARGETS,,,,,,A20,A20,,,,,30.0,,,,,42.0,,,,,,,,,,42.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125691,166248.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,COURS SAINTS,UNIDENTIFIED TARGET,9742.0,1.0,UNIDENTIFIED TARGETS,,,,,,A20,A20,,,,,30.0,,,,,42.0,,,,,,,,,,42.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125692,102603.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,FALAISE,M T,13420.0,65.0,HIGHWAYS AND VEHICLES,4854,12,48.9,-0.2,,B26,B26,,,,,29.0,,,,,42.0,,,,,,,,,,42.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125693,205619.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,FALAISE,M T,13420.0,65.0,HIGHWAYS AND VEHICLES,4854,12,48.9,-0.2,,B26,B26,,,,,29.0,,,,,42.0,,,,,,,,,,42.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125694,205781.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,32637.0,82.0,GUN EMPLACEMENTS,4916,16,49.27,-0.27,,B26,B26,,,,,12.0,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125695,205782.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,OUISTREHAM,GUN EMPLACEMENTS,32637.0,82.0,GUN EMPLACEMENTS,4916,16,49.27,-0.27,,B26,B26,,,,,12.0,,,,,16.0,,,,,,,,,,16.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125696,205780.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,HOULGATE,GUN EMPLACEMENTS,20052.0,82.0,GUN EMPLACEMENTS,4918,4,49.3,-0.07,,B26,B26,,,,,6.0,,,,,46.0,,,,,,,,,,46.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125697,166307.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B24,B24,,4,TARGET OF LAST RESORT,1.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125698,166289.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125699,166290.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,1,PRIMARY TARGET,3.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,3.0,3.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
125700,166293.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,1,PRIMARY TARGET,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126001,166296.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,1.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126002,166298.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,2.0,,,,,,3.0,,,,,,,,,,3.0,,,,,,,2.0,2.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126003,166299.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126004,166300.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,1.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,1.0,1.0,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126005,166301.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,ARGENTAN,MARSHALLING YARD,1455.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4844,1,48.73,-0.02,,B17,B17,,2,SECONDARY TARGET,,,,,,,23.0,,,,,,,,,,23.0,,,,,,,,,,9,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126006,102598.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,CAEN,BRIDGE,6882.0,61.0,BRIDGES,4911,22,49.18,-0.37,,B26,B26,,,,,,,,,,68.0,,,,,,,,,,68.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126007,205616.0,1944-06-06,ETO,9 AF,USA,7.0,FRANCE,CAEN,BRIDGE,6882.0,61.0,BRIDGES,4911,22,49.18,-0.37,,B26,B26,,,,,,,,,,68.0,,,,,,,,,,68.0,,,,,,,,,,1,VISUAL,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126008,295036.0,1944-06-06,ETO,RAF,GREAT BRITAIN,7.0,FRANCE,CONDE SUR NOIREAU,RD JUNCTION,9390.0,65.0,HIGHWAYS AND VEHICLES,4851,33,48.85,-0.55,,HVY,LANCASTER,,1,PRIMARY TARGET,8.0,,,,,,429.0,,,,,,,,,,429.0,,,,,,,8.0,8.0,,,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
126009,295037.0,1944-06-06,ETO,RAF,GREAT BRITAIN,7.0,FRANCE,COUTANCES,MARSHALLING YARD,9770.0,63.0,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",4903,127,49.05,-1.45,,HVY,LANCASTER,,1,PRIMARY TARGET,27.0,,,,,,523.0,,,,,,,,,,523.0,,,,,,,27.0,27.0,,,,,,,,,,,,,,,Bombardeo Táctico Convencional,Bombardeo de apoyo aéreo cercano de media intensidad sin desglose en los archivos originales.
