,Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Airborne Aircraft,Bombing Aircraft,High Explosives Type,High Explosives Weight (Tons),Total Weight (Tons)
121,15941,10/23/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,AQUINO,41.48,13.7,8.0,8.0,500 LB GP (GP-M43/M64),4.0,4.0
122,15944,10/23/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,PATERNO,37.57,14.88,4.0,8.0,500 LB GP (GP-M43/M64),2.0,2.0
123,16236,10/24/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,VENAFRO,41.48,14.03,15.0,15.0,500 LB GP (GP-M43/M64),7.5,7.5
124,16513,10/25/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,GAETA,41.2,13.57,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
125,16515,10/25/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,MINTURNO,41.25,13.75,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
126,16561,10/26/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,VAIANO,41.33,14.13,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
127,16599,10/27/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,GAETA,41.2,13.57,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
128,16811,10/28/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,MIGNANO,41.38,13.97,15.0,15.0,500 LB GP (GP-M43/M64),7.5,7.5
129,16812,10/28/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,PRATELLA,41.57,14.65,10.0,10.0,500 LB GP (GP-M43/M64),5.0,5.0
130,16820,10/29/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,RACCAMONFINA,41.28,13.98,33.0,33.0,500 LB GP (GP-M43/M64),16.5,16.5
131,16826,10/29/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,MINTURNO,41.25,13.75,21.0,21.0,500 LB GP (GP-M43/M64),10.5,10.5
132,16865,10/30/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,MIGNANO,41.38,13.97,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
133,16869,10/30/1943,MTO,USA,12 AF,27 FBG,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,GARIGLIANO,39.87,18.37,10.0,20.0,500 LB GP (GP-M43/M64),5.0,5.0
134,17113,11/1/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,41 20 N 013 40 E,41.33,13.67,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
135,17114,11/1/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,41 20 N 013 40 E,41.33,13.67,23.0,23.0,500 LB GP (GP-M43/M64),11.5,11.5
136,17119,11/1/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,PONTECORVO,41.45,13.67,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
137,17121,11/1/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,45 00 N 012 00 E,45.0,12.0,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
138,17161,11/2/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,SORA,41.7,13.62,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
139,17166,11/2/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,SAN BIAGIO,43.33,12.3,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
140,17167,11/2/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,45 20 N 012 20 E,45.33,12.33,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
141,17460,11/3/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,CISTERNA DI ROMA,41.57,12.83,10.0,10.0,500 LB GP (GP-M43/M64),5.0,5.0
142,17461,11/3/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,41 20 N 013 40 E,41.33,13.67,8.0,8.0,500 LB GP (GP-M43/M64),4.0,4.0
143,17798,11/4/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,MONTAQUILLA,41.57,14.12,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
144,17799,11/4/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,TERRACINA,41.27,13.25,8.0,8.0,500 LB GP (GP-M43/M64),4.0,4.0
145,17800,11/4/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,ROME,41.9,12.47,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
146,18014,11/5/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,FORNELLI,41.62,14.15,26.0,26.0,500 LB GP (GP-M43/M64),13.0,13.0
147,18017,11/5/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,41 20 N 013 40 E,41.33,13.67,21.0,21.0,500 LB GP (GP-M43/M64),10.5,10.5
148,18021,11/5/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,CASSINO,41.48,13.82,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
149,18023,11/5/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,TERRACINA,41.27,13.25,11.0,11.0,500 LB GP (GP-M43/M64),5.5,5.5
150,18316,11/6/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,CERVARO,41.47,13.9,31.0,31.0,500 LB GP (GP-M43/M64),15.5,15.5
151,18324,11/6/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,41 20 N 013 40 E,41.33,13.67,8.0,8.0,500 LB GP (GP-M43/M64),4.0,4.0
152,18326,11/6/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,41 20 N 009 00 E,41.33,9.0,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
153,18347,11/7/1943,MTO,USA,12 AF,86 FBG,A36,SERRETELLA AIRFIELD,ITALY,40.608447,14.982761,ITALY,GARIGLIANO,39.87,18.37,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
154,18348,11/7/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,SAN ANDREA,42.8,10.13,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
155,18350,11/7/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,ROME,41.9,12.47,4.0,8.0,500 LB GP (GP-M43/M64),2.0,2.0
156,18654,11/9/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,41 20 N 013 40 E,41.33,13.67,23.0,23.0,500 LB GP (GP-M43/M64),11.5,11.5
157,18694,11/10/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,ATINA,41.62,13.8,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
158,18939,11/11/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,41 20 N 013 40 E,41.33,13.67,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
159,19248,11/13/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,41 20 N 013 40 E,41.33,13.67,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
160,19252,11/13/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,41 20 N 013 40 E,41.33,13.67,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
161,19254,11/13/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,AQUINO,41.48,13.7,11.0,11.0,500 LB GP (GP-M43/M64),5.5,5.5
162,19257,11/13/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,MARCIGLIANO (MARCIGLIANA),42.02,12.52,4.0,8.0,500 LB GP (GP-M43/M64),2.0,2.0
163,20327,11/19/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SANTA ELIA,41.53,13.88,10.0,10.0,500 LB GP (GP-M43/M64),5.0,5.0
164,20643,11/22/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIVITAVECCHIA,42.1,11.78,23.0,46.0,500 LB GP (GP-M43/M64),11.5,11.5
165,20647,11/22/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIVITAVECCHIA,42.1,11.78,12.0,24.0,500 LB GP (GP-M43/M64),6.0,6.0
166,20971,11/24/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,COSENZA,39.27,16.25,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
167,20974,11/24/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIVITAVECCHIA,42.1,11.78,8.0,16.0,500 LB GP (GP-M43/M64),4.0,4.0
168,21289,11/26/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SEGNI,41.68,13.05,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
169,21291,11/26/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIVITAVECCHIA,42.1,11.78,20.0,40.0,500 LB GP (GP-M43/M64),10.0,10.0
170,21892,11/27/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,COSENZA,39.27,16.25,11.0,11.0,500 LB GP (GP-M43/M64),5.5,5.5
171,22172,11/28/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,POLA,44.87,13.85,27.5,55.0,500 LB GP (GP-M43/M64),13.75,13.75
172,22449,11/29/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ROSIGNANA,43.4,10.48,6.0,12.0,500 LB GP (GP-M43/M64),3.0,3.0
173,22456,11/29/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,NETTUNO,41.47,12.63,2.0,2.0,500 LB GP (GP-M43/M64),1.0,1.0
174,23026,12/1/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SAN VITTORE,46.3,9.37,34.0,68.0,500 LB GP (GP-M43/M64),17.0,17.0
175,23399,12/2/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SAN VITTORE,46.3,9.37,41.5,83.0,500 LB GP (GP-M43/M64),20.75,20.75
176,24161,12/5/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ROME,41.9,12.47,54.0,54.0,500 LB GP (GP-M43/M64),27.0,27.0
177,24410,12/6/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,COSENZA,39.27,16.25,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
178,24465,12/7/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VITICUSO,41.52,13.95,39.0,39.0,500 LB GP (GP-M43/M64),19.5,19.5
179,24472,12/7/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIVITELLA ROVETO,41.9,13.43,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
180,24713,12/8/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VITICUSO,41.52,13.95,48.0,48.0,500 LB GP (GP-M43/M64),24.0,24.0
181,24715,12/8/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,AVEZZANO,42.03,13.43,40.0,40.0,500 LB GP (GP-M43/M64),20.0,20.0
182,24768,12/9/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,AVEZZANO,42.03,13.43,71.0,71.0,500 LB GP (GP-M43/M64),35.5,35.5
183,24769,12/9/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,TIVOLI,41.97,12.8,56.0,56.0,500 LB GP (GP-M43/M64),28.0,28.0
184,25034,12/10/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIVITAVECCHIA,42.1,11.78,17.5,35.0,500 LB GP (GP-M43/M64),8.75,8.75
185,25035,12/10/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ATINA,41.62,13.8,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
186,25064,12/11/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,COSENZA,39.27,16.25,60.0,60.0,500 LB GP (GP-M43/M64),30.0,30.0
187,25065,12/11/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ARCE,41.6,13.6,48.0,48.0,500 LB GP (GP-M43/M64),24.0,24.0
188,25352,12/12/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ITRI,41.28,13.53,21.0,21.0,500 LB GP (GP-M43/M64),10.5,10.5
189,25392,12/13/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ATINA,41.62,13.8,59.0,59.0,500 LB GP (GP-M43/M64),29.5,29.5
190,25396,12/13/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PONTECORVO,41.45,13.67,35.0,35.0,500 LB GP (GP-M43/M64),17.5,17.5
191,25942,12/14/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VALMONTONE,41.77,12.95,55.0,55.0,500 LB GP (GP-M43/M64),27.5,27.5
192,25945,12/14/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SORA,41.7,13.62,34.0,34.0,500 LB GP (GP-M43/M64),17.0,17.0
193,25956,12/14/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SORA,41.7,13.62,21.0,21.0,500 LB GP (GP-M43/M64),10.5,10.5
194,26230,12/15/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CERVARO,41.47,13.9,64.0,64.0,500 LB GP (GP-M43/M64),32.0,32.0
195,26231,12/15/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SORA,41.7,13.62,42.0,42.0,500 LB GP (GP-M43/M64),21.0,21.0
196,26295,12/16/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CARDITO,41.17,14.33,43.0,43.0,500 LB GP (GP-M43/M64),21.5,21.5
197,26852,12/17/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CERVARO,41.47,13.9,60.0,60.0,500 LB GP (GP-M43/M64),30.0,30.0
198,26887,12/18/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VITICUSO,41.52,13.95,36.0,36.0,500 LB GP (GP-M43/M64),18.0,18.0
199,26895,12/18/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,MONTE TROCCHIO,41.47,13.88,25.0,25.0,500 LB GP (GP-M43/M64),12.5,12.5
200,27105,12/18/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,MONTE TROCCHIO,41.47,13.88,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
201,27154,12/19/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ARCE,41.6,13.6,38.0,38.0,500 LB GP (GP-M43/M64),19.0,19.0
202,27159,12/19/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIVITAVECCHIA,42.1,11.78,28.0,56.0,500 LB GP (GP-M43/M64),14.0,14.0
203,27468,12/20/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ROME,41.9,12.47,32.0,32.0,500 LB GP (GP-M43/M64),16.0,16.0
204,28031,12/21/1943,MTO,USA,12 AF,27 FBG,A36,GUADO AIRFIELD,ITALY,40.62,14.9125,ITALY,COSENZA,39.27,16.25,69.0,69.0,500 LB GP (GP-M43/M64),34.5,34.5
205,28049,12/21/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIVITAVECCHIA,42.1,11.78,13.5,27.0,500 LB GP (GP-M43/M64),6.75,6.75
206,29158,12/25/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PONTECORVO,41.45,13.67,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
207,29444,12/27/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIVITAVECCHIA,42.1,11.78,23.5,47.0,500 LB GP (GP-M43/M64),11.75,11.75
208,29481,12/28/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FERENTINO,41.68,13.28,48.0,48.0,500 LB GP (GP-M43/M64),24.0,24.0
209,29482,12/28/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CIAMPINO,41.8,12.6,36.0,36.0,500 LB GP (GP-M43/M64),18.0,18.0
210,30010,12/30/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SANTA ELIA,41.53,13.88,70.0,70.0,500 LB GP (GP-M43/M64),35.0,35.0
211,30011,12/30/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ATINA,41.62,13.8,48.0,48.0,500 LB GP (GP-M43/M64),24.0,24.0
212,30360,12/31/1943,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FROSINONE,41.63,13.37,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
213,30929,1/2/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,COLLEFERRO,41.72,13.0,68.0,68.0,500 LB GP (GP-M43/M64),34.0,34.0
214,30995,1/3/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,COLLEFERRO,41.72,13.0,34.0,34.0,500 LB GP (GP-M43/M64),17.0,17.0
215,31278,1/4/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CASSINO,41.48,13.82,18.0,18.0,500 LB GP (GP-M43/M64),9.0,9.0
216,31818,1/5/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,MONTE PORCHIA,41.43,13.9,68.0,68.0,500 LB GP (GP-M43/M64),34.0,34.0
217,32144,1/6/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,CERVARO,41.47,13.9,77.0,77.0,500 LB GP (GP-M43/M64),38.5,38.5
218,32145,1/6/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ROME,41.9,12.47,66.0,66.0,500 LB GP (GP-M43/M64),33.0,33.0
219,32188,1/7/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,AUSONIA,41.58,13.38,47.0,47.0,500 LB GP (GP-M43/M64),23.5,23.5
220,32711,1/8/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FROSINONE,41.63,13.37,52.0,52.0,500 LB GP (GP-M43/M64),26.0,26.0
221,32726,1/8/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,TERRACINA,41.27,13.25,10.0,10.0,500 LB GP (GP-M43/M64),5.0,5.0
222,32796,1/9/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,MT CEDRO,41.43,13.88,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
223,33043,1/10/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ROME,41.9,12.47,16.0,16.0,500 LB GP (GP-M43/M64),8.0,8.0
224,33094,1/11/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SORA,41.7,13.62,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
225,33647,1/12/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VILLA LATINA,41.62,13.18,48.0,48.0,500 LB GP (GP-M43/M64),24.0,24.0
226,33656,1/12/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,VILLA LATINA,41.62,13.18,12.0,12.0,500 LB GP (GP-M43/M64),6.0,6.0
227,33923,1/13/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FERENTINO,41.68,13.28,35.0,35.0,500 LB GP (GP-M43/M64),17.5,17.5
228,33924,1/13/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FROSINONE,41.63,13.37,24.0,24.0,500 LB GP (GP-M43/M64),12.0,12.0
229,33933,1/13/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FROSINONE,41.63,13.37,15.0,15.0,500 LB GP (GP-M43/M64),7.5,7.5
230,33999,1/14/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,ANZIO,41.45,12.63,41.0,41.0,500 LB GP (GP-M43/M64),20.5,20.5
231,34203,1/14/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PICINISCO,41.65,13.88,31.0,31.0,500 LB GP (GP-M43/M64),15.5,15.5
232,34574,1/15/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SANTA ELIA,41.53,13.88,22.0,22.0,500 LB GP (GP-M43/M64),11.0,11.0
233,34577,1/15/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,SANTA ELIA,41.53,13.88,8.0,8.0,500 LB GP (GP-M43/M64),4.0,4.0
234,34816,1/16/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,FLORENCE,43.77,11.25,20.5,41.0,500 LB GP (GP-M43/M64),10.25,10.25
235,34888,1/17/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,AQUINO,41.48,13.7,47.0,47.0,500 LB GP (GP-M43/M64),23.5,23.5
236,34889,1/17/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,AVEZZANO,42.03,13.43,44.0,44.0,500 LB GP (GP-M43/M64),22.0,22.0
237,35149,1/18/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,AVEZZANO,42.03,13.43,40.0,40.0,500 LB GP (GP-M43/M64),20.0,20.0
238,35151,1/18/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PIGNATARO,41.2,14.18,31.0,31.0,500 LB GP (GP-M43/M64),15.5,15.5
239,35152,1/18/1944,MTO,USA,12 AF,86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PIGNATARO,41.2,14.18,28.0,28.0,500 LB GP (GP-M43/M64),14.0,14.0
240,35448,1/19/1944,MTO,USA,12 AF,27 FBG/86 FBG,A36,POMIGLIANO AIRFIELD,ITALY,40.916667,14.4,ITALY,PIGNATARO,41.2,14.18,67.0,67.0,500 LB GP (GP-M43/M64),33.5,33.5
