,Mission ID,Mission Date,Theater of Operations,Country,Air Force,Unit ID,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Airborne Aircraft,Bombing Aircraft,High Explosives Type,High Explosives Weight (Tons),Total Weight (Tons)
543,121779,6/3/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,27.171933,173.413618,3.0,3.0,500 LB GP (GP-M43/M64),1.25,1.25
544,122106,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B26,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,30.190317,-179.258863,4.0,4.0,250 LB GP (GP-M57),3.0,3.0
545,122107,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,30.599849,-178.626485,4.0,4.0,500 LB GP (GP-M43/M64),7.0,7.0
546,122108,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,29.92749,-178.713962,3.0,3.0,500 LB GP (GP-M43/M64),6.0,6.0
547,122109,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,29.92749,-178.713962,3.0,3.0,500 LB GP (GP-M43/M64),5.0,5.0
548,122110,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,29.92749,-178.713962,3.0,3.0,500 LB GP (GP-M43/M64),5.0,5.0
549,122111,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,29.92749,-178.713962,2.0,2.0,600 LB GP (GP-M32),4.8,4.8
550,122112,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,29.92749,-178.713962,3.0,3.0,500 LB GP (GP-M43/M64),2.0,2.0
551,122113,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92) DET 1,B17,OAHU,USA,21.3338889,-157.948333,JAPAN,NAVY,30.343734,-178.652927,3.0,3.0,500 LB GP (GP-M43/M64),1.25,1.25
552,122114,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,29.92749,-178.713962,1.0,1.0,500 LB GP (GP-M43/M64),1.0,1.0
553,122116,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92) DET 1,B17,OAHU,USA,21.3338889,-157.948333,JAPAN,NAVY,30.343734,-178.652927,3.0,3.0,500 LB GP (GP-M43/M64),0.75,0.75
554,122117,6/4/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,30.599849,-178.626485,2.0,2.0,500 LB GP (GP-M43/M64),4.0,4.0
555,122133,6/5/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,30.294027,178.313736,4.0,4.0,500 LB GP (GP-M43/M64),8.0,8.0
556,122134,6/5/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,30.294027,178.313736,3.0,3.0,500 LB GP (GP-M43/M64),6.0,6.0
557,122135,6/5/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,27.979351,-179.451285,4.0,4.0,500 LB GP (GP-M43/M64),5.0,5.0
558,122136,6/5/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,27.979351,-179.451285,4.0,4.0,500 LB GP (GP-M43/M64),4.75,4.75
559,122137,6/5/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,32.819748,177.997624,5.0,5.0,600 LB GP (GP-M32),4.5,4.5
560,122138,6/5/1942,PTO,USA,7 AF,11 BG (BSTRIKE FORCE V92),B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,32.819748,177.997624,5.0,5.0,300 LB GP (GP-31),1.2,1.2
561,122466,6/4/1944,MTO,USA,12 AF,27 FBG,A36,SANTA MARIA AIRFIELD,ITALY,40.838125,14.349381,ITALY,COSENZA,39.27,16.25,38.0,38.0,500 LB GP (GP-M43/M64),19.0,19.0
562,123785,7/1/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK HARBOR,32.04,23.95,8.0,8.0,1000 LB GP (GP-M44/M65),20.0,20.0
563,123786,11/25/1942,CBI,USA,10 AF,CATF (11 BS),B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,"""HANKOW, YANGTZE RIVER""",30.581179,114.272597,4.0,4.0,100 LB GP (GP-M30),3.52,3.52
564,123792,7/2/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK HARBOR,32.04,23.95,6.0,6.0,1000 LB GP (GP-M44/M65),15.0,15.0
565,123793,7/20/1942,CBI,USA,10 AF,CATF (11 BS),B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,HANKOW,30.581179,114.272597,3.0,3.0,100 LB GP (GP-M30),2.64,2.64
566,123794,7/2/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK HARBOR,32.04,23.95,4.0,4.0,1000 LB GP (GP-M44/M65),10.0,10.0
567,124052,6/5/1944,MTO,USA,12 AF,27 FBG,A36,SANTA MARIA AIRFIELD,ITALY,40.838125,14.349381,ITALY,COSENZA,39.27,16.25,35.0,35.0,500 LB GP (GP-M43/M64),17.5,17.5
568,124126,12/27/1942,CBI,USA,10 AF,CATF (11 BS),B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,NANCHUNG,28.635713,115.930012,5.0,5.0,100 LB GP (GP-M30),4.4,4.961
569,124127,7/3/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK HARBOR,32.04,23.95,6.0,6.0,1000 LB GP (GP-M44/M65),15.0,15.0
570,124129,7/3/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,2.0,2.0,1000 LB GP (GP-M44/M65),5.0,5.0
571,124148,1/1/1943,CBI,USA,10 AF,CATF (11 BS),B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,CANTON,23.133333,113.3166666,5.0,4.0,100 LB GP (GP-M30),2.4,2.961
572,124149,7/4/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,ITALY,CONVOY,34.0,0.03,6.0,6.0,1000 LB GP (GP-M44/M65),15.0,15.0
573,124160,7/5/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI,32.11,20.05,11.0,11.0,1000 LB GP (GP-M44/M65),27.5,27.5
574,124163,8/8/1942,CBI,USA,10 AF,CATF (11 BS),B25,KWEILIN,CHINA,25.218056,110.039167,CHINA,CANTON,23.133333,113.3166666,5.0,5.0,100 LB GP (GP-M30),3.0,3.561
575,124168,7/8/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI,32.11,20.05,6.0,6.0,1000 LB GP (GP-M44/M65),15.0,15.0
576,124169,7/8/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI,32.11,20.05,3.0,3.0,1000 LB GP (GP-M44/M65),7.5,7.5
577,124170,12/12/1942,CBI,USA,10 AF,CATF (11 BS),B25,KUNMING,CHINA,24.992222,102.743333,CHINA,TENGCHUNG (YUNNAN),24.5,101.5,1.0,1.0,UNK CODE 20 110 LB EXPLOSIVE,0.66,0.7722
578,124503,7/11/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI,32.11,20.05,3.0,3.0,1000 LB GP (GP-M44/M65),7.5,7.5
579,124504,7/11/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI,32.11,20.05,3.0,3.0,1000 LB GP (GP-M44/M65),7.5,7.5
580,124519,7/13/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI SHIPPING,32.11,20.05,6.0,6.0,1000 LB GP (GP-M44/M65),15.0,15.0
581,124520,7/13/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK HARBOR,32.04,23.95,5.0,5.0,1000 LB GP (GP-M44/M65),12.5,12.5
582,124545,7/15/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,7.0,4.0,1000 LB GP (GP-M44/M65),8.0,8.0
583,124546,7/15/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI,32.11,20.05,7.0,6.0,500 LB GP (GP-M43/M64),13.5,13.5
584,124564,7/17/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BARDIA DOCKS,31.75,25.09,3.0,3.0,1000 LB GP (GP-M44/M65),6.0,6.0
585,124565,7/17/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BOMBA DOCKS/AIRFIELD,32.27,23.07,4.0,4.0,500 LB GP (GP-M43/M64),9.0,9.0
586,124580,7/19/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,8.0,7.0,500 LB GP (GP-M43/M64),14.0,14.0
587,124902,7/20/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,3.0,2.0,1000 LB GP (GP-M44/M65),6.0,6.0
588,124903,8/11/1942,CBI,USA,10 AF,CATF (11 BS),B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,KIUKIANG,29.738056,115.987222,3.0,3.0,UNK CODE 20 110 LB EXPLOSIVE,0.66,0.66
589,124904,7/20/1942,CBI,USA,10 AF,CATF (11 BS),B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,KIUKIANG,29.738056,115.987222,3.0,3.0,500 LB GP (GP-M43/M64),1.2,1.5366
590,124912,7/21/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,CRETE,SUDA BAY,35.49,24.07,9.0,9.0,500 LB GP (GP-M43/M64),20.25,20.25
591,124961,7/22/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,3.0,3.0,1000 LB GP (GP-M44/M65),6.0,6.0
592,124973,7/23/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,4.0,3.0,500 LB GP (GP-M43/M64),6.0,6.0
593,124977,7/23/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI,32.11,20.05,9.0,7.0,500 LB GP (GP-M43/M64),18.0,18.0
594,125325,7/25/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,6.0,6.0,500 LB GP (GP-M43/M64),13.5,13.5
595,125327,7/25/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,4.0,3.0,1000 LB GP (GP-M44/M65),6.0,6.0
596,125750,7/28/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,CRETE,CONVOY/SUDA BAY,35.49,24.07,12.0,12.0,500 LB GP (GP-M43/M64),27.0,27.0
597,126133,7/30/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,5.0,4.0,500 LB GP (GP-M43/M64),8.0,8.0
598,126148,7/31/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,GREECE,NAVARINO BAY,36.9,21.68,9.0,7.0,1000 LB GP (GP-M44/M65),17.5,17.5
599,126505,8/2/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,GREECE,CONVOY (BETWEEN GREECE AND BENGHAZI),33.83,22.5,12.0,11.0,1000 LB GP (GP-M44/M65),22.5,22.5
600,126506,8/2/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,GREECE,CONVOY (BETWEEN GREECE AND BENGHAZI),33.83,22.5,12.0,11.0,500 LB GP (GP-M43/M64),4.0,4.0
601,126522,7/19/1942,CBI,USA,10 AF,CATF (16/75 FSQ),P40,NANNING,CHINA,22.6081,108.1722,CHINA,LINGHNAN,19.272116,110.584387,12.0,12.0,500 LB GP (GP-M43/M64),0.6,1.0928
602,126550,8/5/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,GREECE,CONVOY (BETWEEN GREECE AND BENGHAZI),34.0,0.03,10.0,10.0,1000 LB GP (GP-M44/M65),24.0,24.0
603,126568,8/6/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,7.0,7.0,1000 LB GP (GP-M44/M65),17.5,17.5
604,126569,7/4/1942,CBI,USA,10 AF,CATF (11 BS),B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,CANTON,23.133333,113.3166666,4.0,4.0,100 LB GP (GP-M30),2.64,2.64
605,126572,8/6/1942,CBI,USA,10 AF,CATF (11 BS),B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,CANTON,23.133333,113.3166666,4.0,4.0,UNK CODE 20 110 LB EXPLOSIVE,0.66,0.66
606,126925,7/1/1942,CBI,USA,10 AF,CATF (11 BS),B25,NANNING,CHINA,22.6081,108.1722,FRENCH INDO CHINA,HAIPHONG,20.866714,106.657154,5.0,5.0,500 LB GP (GP-M43/M64),3.0,4.7688
607,126972,10/10/1942,CBI,USA,10 AF,CATF (11 BS),P40,HANGYANG,CHINA,26.905278,112.627778,CHINA,YOYANG (YOCHOW),29.45,113.05,7.0,7.0,500 LB GP (GP-M43/M64),1.75,1.9
608,127352,8/16/1942,MTO,USA,9 AF,12 BG  (81BS),B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,MERSA MATRUH,31.33,27.2,10.0,10.0,500 LB GP (GP-M43/M64),10.0,10.0
609,127728,8/22/1942,MTO,USA,9 AF,12 BG (82BS),B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,LIBYA,TOBRUK,32.04,23.95,17.0,15.0,500 LB GP (GP-M43/M64),13.5,13.5
610,127741,8/24/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,11.0,11.0,1000 LB GP (GP-M44/M65),27.5,27.5
611,127768,8/25/1942,MTO,USA,9 AF,12 BG,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,EL DABA AIRDROME - DISPERSED AIRCRAFT,31.03,28.47,9.0,9.0,250 LB GP (GP-M57),9.0,9.0
612,127775,12/27/1942,CBI,USA,10 AF,CATF (11 BS),B25,KUNMING,CHINA,24.992222,102.743333,BURMA,LASHIO,22.90164,95.678936,3.0,3.0,100 LB GP (GP-M30),1.76,2.0592
613,127778,8/26/1942,CBI,USA,10 AF,CATF (11 BS),B25,KUNMING,CHINA,24.992222,102.743333,BURMA,LASHIO,22.90164,95.678936,3.0,3.0,UNK CODE 20 110 LB EXPLOSIVE,0.55,0.8492
614,127869,6/7/1944,MTO,USA,12 AF,86 FBG,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,MONTE FIASCONE,42.53,12.05,21.0,21.0,500 LB GP (GP-M43/M64),10.5,10.5
615,128126,8/28/1942,MTO,USA,9 AF,12 BG,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,EL DABA AIRDROME,31.03,28.47,14.0,13.0,250 LB GP (GP-M57),13.0,13.0
616,128127,8/9/1942,CBI,USA,10 AF,CATF (11 BS),B25,KUNMING,CHINA,24.992222,102.743333,FRENCH INDO CHINA,HOANG SU PHI,22.75,104.666667,4.0,4.0,100 LB GP (GP-M30),3.52,4.268
617,128128,7/3/1942,CBI,USA,10 AF,CATF (11 BS),B25,KUNMING,CHINA,24.992222,102.743333,FRENCH INDO CHINA,"""PHU LO DISTRICT, HANOI""",21.195105,105.845445,4.0,4.0,100 LB GP (GP-M30),3.52,4.268
618,128130,8/28/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,ITALY,CONVOY,34.0,22.5,10.0,2.0,1000 LB GP (GP-M44/M65),5.0,5.0
619,128168,8/29/1942,CBI,USA,10 AF,CATF (11 BS),B25,KUNMING,CHINA,24.992222,102.743333,BURMA,LASHIO,22.90164,95.678936,7.0,7.0,100 LB GP (GP-M30),6.16,6.325
620,128182,8/31/1942,CBI,USA,10 AF,CATF (11 BS),B25,KUNMING,CHINA,24.992222,102.743333,BURMA,MYITKYINA,25.383611,97.351667,7.0,7.0,100 LB GP (GP-M30),6.16,7.469
621,128183,8/30/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,12.0,11.0,1000 LB GP (GP-M44/M65),27.5,27.5
622,128186,8/31/1942,MTO,USA,9 AF,12 BG,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,LG 20 / LG 104,31.07,28.3,16.0,14.0,250 LB GP (GP-M57),14.0,14.0
623,128187,1/16/1943,CBI,USA,10 AF,CATF (11 BS),B25,DINJAN,INDIA,27.537778,95.269444,BURMA,MYITKYINA,25.383611,97.351667,7.0,7.0,500 LB GP (GP-M43/M64),7.0,7.0
624,128189,8/31/1942,MTO,USA,9 AF,12 BG,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,ALAM-EL HAIFA RIDGE,30.5,28.83,5.0,5.0,250 LB GP (GP-M57),5.0,5.0
625,128401,9/1/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,CRETE,CONVOY/CANDIA HARBOR,35.19,25.72,9.0,9.0,1000 LB GP (GP-M44/M65),22.5,22.5
626,128402,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.57,28.99,3.0,3.0,250 LB GP (GP-M57),3.0,3.0
627,128403,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.51,29.09,3.0,3.0,250 LB GP (GP-M57),3.0,3.0
628,128404,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.52,28.88,3.0,3.0,250 LB GP (GP-M57),2.25,2.25
629,128405,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.49,28.88,3.0,3.0,250 LB GP (GP-M57),2.25,2.25
630,128406,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.48,29.0,6.0,6.0,500 LB GP (GP-M43/M64),3.0,3.0
631,128407,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.45,29.02,6.0,6.0,500 LB GP (GP-M43/M64),3.0,3.0
632,128408,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.45,28.97,3.0,3.0,250 LB GP (GP-M57),1.5,1.5
633,128409,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.47,29.04,3.0,3.0,250 LB GP (GP-M57),1.5,1.5
634,128412,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.52,28.88,3.0,3.0,500 LB GP (GP-M43/M64),1.5,1.5
635,128413,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.56,28.93,3.0,3.0,500 LB GP (GP-M43/M64),1.5,1.5
636,128414,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.49,28.94,3.0,3.0,250 LB GP (GP-M57),0.75,0.75
637,128415,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.43,29.0,3.0,3.0,250 LB GP (GP-M57),0.75,0.75
638,128416,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.56,29.07,3.0,3.0,250 LB GP (GP-M57),0.75,0.75
639,128417,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.49,29.09,3.0,3.0,250 LB GP (GP-M57),0.75,0.75
640,128421,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.59,29.14,5.0,5.0,250 LB GP (GP-M57),5.0,5.0
641,128422,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.48,28.97,6.0,6.0,250 LB GP (GP-M57),4.5,4.5
642,128423,9/1/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.52,28.92,6.0,6.0,250 LB GP (GP-M57),4.5,4.5
643,128438,9/2/1942,MTO,USA,9 AF,98 BG,B24,RAMAT DAVID,PALESTINE,32.666603,35.183325,LIBYA,TOBRUK HARBOR/CONVOY/DOCKS,32.04,23.95,14.0,14.0,1000 LB GP (GP-M44/M65),35.0,35.0
644,128471,9/3/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,ITALY,CONVOY 3 MERCHANT V/4 DESTROYERS,34.0,22.5,9.0,9.0,1000 LB GP (GP-M44/M65),22.5,22.5
645,128475,11/22/1942,CBI,USA,10 AF,CATF (11 BS),B25,KUNMING,CHINA,24.992222,102.743333,FRENCH INDO CHINA,HANOI,21.040975,105.886011,1.0,1.0,UNK CODE 20 110 LB EXPLOSIVE,0.33,0.517
646,128483,9/4/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.41666667,32.33333333,EGYPT,ALAM-EL HAIFA RIDGE,30.56,28.92,3.0,3.0,250 LB GP (GP-M57),2.25,2.25
647,128484,9/4/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.51,28.84,3.0,3.0,250 LB GP (GP-M57),2.25,2.25
648,128485,9/4/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.55,28.91,6.0,6.0,500 LB GP (GP-M43/M64),3.0,3.0
649,128486,9/4/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.41666667,32.33333333,EGYPT,ALAM-EL HAIFA RIDGE,30.56,28.92,3.0,3.0,500 LB GP (GP-M43/M64),1.5,1.5
650,128487,9/4/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.51,28.84,3.0,3.0,500 LB GP (GP-M43/M64),1.5,1.5
651,128489,9/4/1942,MTO,USA,9 AF,12 BG,B25,LG 99,EGYPT,30.80138889,29.90138889,EGYPT,ALAM-EL HAIFA RIDGE,30.55,28.91,6.0,6.0,250 LB GP (GP-M57),4.5,4.5
652,128865,9/7/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,ITALY,CONVOY,34.0,22.5,12.0,12.0,1000 LB GP (GP-M44/M65),30.0,30.0
653,129217,9/9/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,9.0,9.0,1000 LB GP (GP-M44/M65),22.5,22.5
654,129261,9/13/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI,32.11,20.05,9.0,9.0,500 LB GP (GP-M43/M64),18.0,18.0
655,129265,9/13/1942,MTO,USA,9 AF,1ST PROV GRP,B17,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,TOBRUK,32.04,23.95,5.0,5.0,500 LB GP (GP-M43/M64),10.0,10.0
656,129289,9/14/1942,MTO,USA,9 AF,12 BG,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,LG 101,31.1,27.52,10.0,6.0,500 LB GP (GP-M43/M64),7.5,7.5
657,129403,6/8/1944,MTO,USA,12 AF,86 FBG,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,VALENTANO,42.57,11.82,17.5,35.0,500 LB GP (GP-M43/M64),8.75,8.75
658,129903,9/22/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI,32.11,20.05,9.0,9.0,1000 LB GP (GP-M44/M65),20.0,20.0
659,129917,9/23/1942,MTO,USA,9 AF,1ST PROV GRP,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BENGHAZI,32.11,20.05,5.0,5.0,1000 LB GP (GP-M44/M65),12.5,12.5
